declaracao_pessoa_cnpj,declaracao_item_pessoa_cnpj,declaracao_item_municipio,declaracao_codigo,declaracao_item_codigo,declaracao_item_quantidade,ano
75438655000145,83073536000164.0,Laguna,507452,7464096.0,397.36,4047
75654566000136,5666925000190.0,Mafra,2250038,32394739.0,1515.82,26292
76002658000102,5666925000190.0,Mafra,4628445,67757905.0,2123.12,50567
76323633000100,1612744000120.0,Iomerê,9837080,145346900.0,2024.48,95082
76323633000100,5994435000112.0,Celso Ramos,6903691,101340443.0,500.12,68778
76323633000100,30753960000193.0,Videira,1515150,22349766.0,6219.92,12141
76323633000100,72332778000451.0,Erval Velho,1213335,17416289.0,6317.9800000000005,14155
76323633000100,78497492000160.0,Timbó Grande,9837080,145346773.0,2440.82,95082
76323633000100,78511052000110.0,Abdon Batista,9837080,145346976.0,921.41,95082
76323633000100,82826462000127.0,Arroio Trinta,9837080,145346951.0,2694.45,95082
76323633000100,82827148000169.0,Pinheiro Preto,9837080,145346848.0,3044.29,95082
76323633000100,82827353000124.0,Salto Veloso,9837080,145346807.0,2935.8,95082
76323633000100,82827999000101.0,Tangará,9837080,145346894.0,4458.69,95082
76323633000100,82939232000174.0,Campos Novos,9837080,145346976.0,34582.47,95082
76323633000100,83039842000184.0,Videira,9328876,137877108.0,42841.81,91035
76323633000100,83074294000123.0,Preencher,667486,10079132.0,219.44,6070
76323633000100,83074294000123.0,Rio das Antas,9169594,135267703.0,2828.96,89012
76323633000100,83102566000151.0,Matos Costa,3452014,51393526.0,327.82,28329
76323633000100,95949806000137.0,Calmon,9837080,145346935.0,1300.98,95082
76323633000100,95992020000100.0,Macieira,9837080,145346869.0,885.6899999999999,95082
77774859000182,5666925000190.0,Mafra,2193757,30503220.0,1766.125,26289
78492576000100,78492576000100.0,Urupema,156853,1940061.0,26.76,2022
78492576000100,83073536000164.0,Lages,16037038,237957714.0,1836.26,137595
78988177000135,5026402000189.0,Iporã do Oeste,10467836,159006602.0,0.704,97128
79372553000125,83073536000164.0,Ibirama,154274,1904142.0,29.19,2022
79373767000116,3111139000109.0,Timbó,7059447,103652829.0,4133.984,72824
79373775000162,3111139000109.0,Timbó,9518764,139926959.0,784.87035,91038
79918892000164,4328816000108.0,Xanxerê,189708,2923709.0,0.0016,2023
80690753000105,5026402000189.0,Iporã do Oeste,6911638,104217178.0,0.5386,66769
81362618000101,3392348000593.0,Pescaria Brava,462158,6933310.0,0.03,4047
81366924000370,3392348000160.0,Chapecó,458314,5613152.0,0.014,6066
81531162000158,6101313000112.0,Içara,16957532,251791760.0,33224.62,141645
82538851000157,83073536000164.0,Laguna,1208695,18265795.0,825.72,12138
82561093000198,82561093000198.0,São Joaquim,184574,2789628.0,329.72,2023
82561093000198,83073536000164.0,Lages,8862070,129982818.0,15356.1,84965
82602327000360,3720956000156.0,Joinville,324026,3963077.0,3.91808,4044
82765488000102,31049979000116.0,Otacílio Costa,11489364,170749974.0,11651.41342,109251
82765488000102,82765488000102.0,Taió,147578,1767238.0,0.20628,2022
82777301000190,83073536000164.0,Lages,1989759,27471574.0,36423.62,24266
82777319000192,31049979000116.0,Otacílio Costa,5246635,76455310.0,2137.07,56636
82777319000192,82777319000192.0,Campo Belo do Sul,4341322,64566062.0,1403.2,36423
82777327000139,83073536000164.0,Lages,2522673,37543476.0,762.06,28316
82777343000121,83073536000164.0,Lages,8126848,120662295.0,5314.0,76878
82836818000103,83073536000164.0,Laguna,10783645,160482420.0,3489.85,103180
82837741000196,6101313000112.0,Içara,9682440,142526105.0,4833.61,93060
82837741000196,82837741000196.0,Meleiro,457430,6904038.0,214.96,4047
82843582000132,83073536000164.0,Lages,1105556,13659308.0,1500.56,14154
82844754000192,83073536000164.0,Laguna,3970968,60143818.0,1105.74,38441
82892266000150,50668722001916.0,Biguaçu,3990544,59227914.0,1.5396999999999998,32376
82892282002944,50668722001916.0,Biguaçu,8643878,129739859.0,733882.402,80927
82892282002944,50668722001916.0,Palhoça,180219,2749518.0,21467.46,2023
82892324000146,50668722001916.0,Biguaçu,2494558,37056264.0,4.78176,20235
82901000000127,904606000151.0,Blumenau,365208,5546135.0,5.04,4046
82901000000127,2108584000149.0,São José,1639055,24983743.0,3.4799999999999995,18204
82901000000127,2692709000120.0,Palhoça,1278881,19452526.0,3.6672000000000002,14160
82901000000127,3080160000186.0,Florianópolis,2908076,44235678.0,380.05,32364
82901000000127,3720956000156.0,Joinville,348510,5234327.0,0.245,4045
82901000000127,3938048000133.0,Palhoça,173340,2613500.0,7.5,2022
82901000000127,4910399000107.0,São José,1465204,22362760.0,9.153,16181
82901000000127,5608332000177.0,São José,697135,10468847.0,48.125,8090
82901000000127,5727740000148.0,Palhoça,895089,13587128.0,14.7,10112
82901000000127,7756675000104.0,Rio Negrinho,346680,5227002.0,0.022000000000000002,4044
82901000000127,12309733000191.0,Imaruí,1639055,24983742.0,11.4,18204
82901000000127,12475797000162.0,Cocal do Sul,190038,2925200.0,0.0081,2023
82901000000127,50668722001916.0,Biguaçu,3587087,54391231.0,49.7798,40453
82901000001441,904606000151.0,Blumenau,950211,14626282.0,2.1477,10115
82901000001441,2108584000149.0,São José,1119934,17136568.0,5.075,12137
82901000001441,2692709000120.0,Palhoça,1861583,28438677.0,37.5265,20229
82901000001441,3080160000186.0,Florianópolis,1295078,19765823.0,200.01,14160
82901000001441,3720956000156.0,Joinville,348495,5242530.0,0.696,4045
82901000001441,4910399000107.0,São José,2210078,33681226.0,226.3935,24274
82901000001441,5034679000153.0,São José dos Campos,1093766,16647594.0,63.456999999999994,12137
82901000001441,5608332000177.0,São José,363394,5538516.0,70.0,4045
82901000001441,5727740000148.0,Palhoça,173350,2613232.0,1.6,2022
82901000001441,7070660000198.0,São José,538539,8167815.0,7.292,6068
82901000001441,7756675000104.0,Rio Negrinho,346700,5226466.0,0.07550000000000001,4044
82901000001441,12309733000191.0,Imaruí,1105039,16840619.0,57.6,12137
82901000001441,12475797000162.0,Cocal do Sul,190043,2925259.0,0.0023,2023
82901000001441,46201083000188.0,Lençóis Paulista,173350,2613229.0,0.534,2022
82901000001441,50668722001916.0,Biguaçu,3339053,51039771.0,32.1795,36412
82901000001441,75821546001184.0,Joinville,555228,8479803.0,0.25,6069
82909409000190,82909409000190.0,Imbituba,167251,2525659.0,1483.28,2022
82909409000190,83073536000164.0,Laguna,1150442,15625262.0,9204.76,14154
82915026000124,6101313000112.0,Içara,9175743,135321924.0,4058.41,89013
82915026000124,82915026000124.0,Maracajá,615569,8861146.0,268.46000000000004,6069
82926536000105,3392348000160.0,Chapecó,159903,1966617.0,266.51,2022
82926536000105,83073536000164.0,Laguna,9628543,142287888.0,12091.26193,93060
82926551000145,83073536000164.0,Laguna,2782831,41792138.0,8794.3892,32358
82926569000147,83073536000164.0,Laguna,7028612,105225851.0,6708.97,62724
82926585000130,83073536000164.0,Laguna,9490030,140352275.0,2699.95,91038
82926593000186,83073536000164.0,Laguna,155522,1931980.0,16.98,2022
82928672000126,83073536000164.0,Laguna,4934018,72445224.0,2777.12,52592
82928680000172,83073536000164.0,Laguna,12947394,194167742.0,2832.12,113316
82928698000174,83073536000164.0,Laguna,968940,13345348.0,3244.08,12132
82928706000182,39598250000100.0,Tubarão,925546,13873044.0,120.0,8094
82928706000182,83073536000164.0,Laguna,10643092,159539478.0,50399.979999999996,93081
82959560000132,3720956000156.0,Joinville,410534,6316137.0,0.060000000000000005,4046
82959560000132,3901502000181.0,Indaial,205267,3158070.0,3.0,2023
83073536000164,1608820000123.0,Painel,1871354,27937736.0,127.16000000000001,16188
83073536000164,16780795000138.0,Pescaria Brava,9630610,142172916.0,13710.66,93060
83073536000164,75438655000145.0,Correia Pinto,9643964,142376709.0,9173.24,93060
83073536000164,78492576000100.0,Urupema,9526861,139779077.0,1252.48,93058
83073536000164,79372553000125.0,José Boiteux,7081114,104021886.0,1217.09,72824
83073536000164,82538851000157.0,Imaruí,7640054,114554783.0,5147.57,68794
83073536000164,82558149000155.0,Grão Pará,8342564,125214843.0,2569.83,76884
83073536000164,82561093000198.0,São Joaquim,9375103,137876154.0,16452.6,91036
83073536000164,82777301000190.0,Lages,9792136,144158503.0,147473.36,95082
83073536000164,82777327000139.0,São José do Cerrito,8860918,132654142.0,2521.92,82950
83073536000164,82777343000121.0,Bom Retiro,9643964,142376662.0,6544.54,93060
83073536000164,82836818000103.0,São Martinho,9630610,142173006.0,3178.31,93060
83073536000164,82843582000132.0,Urubici,9792136,144158614.0,10937.42,95082
83073536000164,82844754000192.0,Bom Jardim da Serra,9291976,136744162.0,2619.33,91035
83073536000164,82909409000190.0,Imbituba,9778785,143954542.0,71434.33,95082
83073536000164,82926536000105.0,São Ludgero,9778785,143954745.0,12579.48,95082
83073536000164,82926551000145.0,Braço do Norte,9778785,143954289.0,30750.18,95082
83073536000164,82926569000147.0,Gravatal,7264873,108858123.0,6931.66,64748
83073536000164,82926585000130.0,Rio Fortuna,9478848,140270051.0,2699.95,91038
83073536000164,82926593000186.0,Santa Rosa de Lima,9261380,136518470.0,780.44,89014
83073536000164,82928656000133.0,Tubarão,9778785,143954888.0,116496.07,95082
83073536000164,82928664000180.0,Armazém,9778785,143954252.0,7577.27,95082
83073536000164,82928672000126.0,Treze de Maio,9630610,142173069.0,5131.85,93060
83073536000164,82928680000172.0,Pedras Grandes,9778785,143954633.0,2633.3,95082
83073536000164,82928698000174.0,Jaguaruna,9630610,142172767.0,26616.85,93060
83073536000164,82928706000182.0,Laguna,8847243,132449320.0,43836.19892,82950
83073536000164,83102418000137.0,Ibirama,7081114,104021878.0,8827.27,72824
83073536000164,83102426000183.0,Dona Emma,7081114,104021834.0,1238.6,72824
83073536000164,83102434000120.0,Presidente Getúlio,7081114,104021973.0,9211.117,72824
83073536000164,83102582000144.0,Agrolândia,7081114,104021750.0,5339.63,72824
83073536000164,83102616000109.0,Atalanta,7081114,104021777.0,837.24,72824
83073536000164,83102624000147.0,Aurora,6781195,100337194.0,2609.67,68780
83073536000164,83102640000130.0,Ituporanga,455611,5623534.0,955.8299999999999,6066
83073536000164,83102665000133.0,Lontras,7081114,104021919.0,6809.52,72824
83073536000164,83102673000180.0,Petrolândia,7081114,104021939.0,1877.47,72824
83073536000164,83102756000179.0,Rio Negrinho,9633749,142157876.0,26742.34,93060
83073536000164,83102848000159.0,Garuva,6629063,99149992.0,9520.89,58678
83073536000164,87866745000116.0,Vacaria,755600,11540833.0,3658.4,8092
83073536000164,95780441000160.0,Capivari de Baixo,9778785,143954359.0,23376.06,95082
83073536000164,95991071000100.0,Rio Rufino,9492206,140473918.0,1050.52,91038
83074302000131,11201681000172.0,Caçador,5490404,81207526.0,27587.5,44517
83074302000131,44862208000195.0,Caçador,5490404,81207544.0,2909.54,44517
83102277000152,83102277000152.0,Itajaí,909568,13823014.0,39135.62,8094
83102285000107,3094629000136.0,Itajaí,4054815,62155996.0,123025.87,42483
83102319000155,3111139000109.0,Timbó,10288107,151655895.0,9164.14,99129
83102368000198,3111139000109.0,Timbó,13540024,200400749.0,16467.95,133518
83102368000198,83102368000198.0,Guabiruba,4679880,69886170.0,4907.28,40470
83102384000180,5666925000190.0,Mafra,1441129,19042598.0,6175.11,18198
83102384000180,6199829000141.0,Canoinhas,9440142,141727248.0,20323.2242,84987
83102384000180,7756675000104.0,Rio Negrinho,4592080,69093726.0,9666.7718,40470
83102384000180,16724931000172.0,Rio Claro,998920,14834118.0,1781.92,8094
83102392000127,5666925000190.0,Mafra,1296789,17324190.0,331.43,16176
83102418000137,31049979000116.0,Otacílio Costa,428720,6437870.0,571.72,4047
83102418000137,83073536000164.0,Ibirama,9592336,139834286.0,6274.844,105178
83102418000137,95832200000206.0,Otacílio Costa,1328074,20027244.0,1648.52,12141
83102426000183,83073536000164.0,Ibirama,9433631,138544104.0,28101.140059999998,91036
83102426000183,83102426000183.0,Dona Emma,458854,6912390.0,0.8746,4047
83102434000120,31049979000116.0,Otacílio Costa,5886960,87881570.0,7380.98,50587
83102434000120,83073536000164.0,Ibirama,3713830,53161802.0,4026917.715,42472
83102467000170,3111139000109.0,Timbó,6776298,101566306.0,7363.34,60701
83102467000170,5666925000190.0,Mafra,2509414,35058252.0,3225.12,30334
83102475000116,5666925000190.0,Mafra,462973,5668343.0,2182.13,6066
83102475000116,83073536000164.0,Mafra,1586767,23218885.0,6646.93,18201
83102475000116,83102475000116.0,Guaramirim,158685,1958698.0,535.61927,2022
83102483000162,3111139000109.0,Timbó,10520442,155041540.0,11318.83952,101153
83102491000109,5666925000190.0,Mafra,8900391,130497372.0,12647.94,86988
83102509000172,5666925000190.0,Mafra,6578528,96807698.0,19375.54,52611
83102517000119,5666925000190.0,Mafra,9362081,137618437.0,9210.01,91036
83102525000165,5666925000190.0,Mafra,1474621,19666106.0,610.1,18199
83102525000165,83073536000164.0,Joinville,459858,6919158.0,148.2,4047
83102525000165,83073536000164.0,Mafra,2183859,33052506.0,810.44,22253
83102525000165,83102525000165.0,Monte Castelo,160124,1967166.0,71.57,2022
83102533000101,5666925000190.0,Mafra,189690,2923612.0,125.26,2023
83102533000101,83073536000164.0,Mafra,852796,12432779.0,942.62,10110
83102533000101,83102533000101.0,Papanduva,171267,2600594.0,188.3,2022
83102541000158,83102541000158.0,Porto União,9977999,150165853.0,24202.7,93070
83102582000144,83073536000164.0,Ibirama,9355470,137337288.0,6905.65,91035
83102616000109,83102616000109.0,Atalanta,10352423,153241146.0,96942.99703,99131
83102624000147,83073536000164.0,Ibirama,8044055,118897211.0,3021.62,78897
83102624000147,83073536000164.0,Joinville,463712,6939984.0,175.52,4047
83102624000147,83073536000164.0,Lages,427584,6409434.0,144.94,4047
83102673000180,83073536000164.0,Ibirama,9633766,141983932.0,2373.36,93060
83102681000126,31049979000116.0,Otacílio Costa,8442001,123766424.0,10252.66,82942
83102681000126,83102681000126.0,Pouso Redondo,464000,6943154.0,565.12,4047
83102723000129,31049979000116.0,Otacílio Costa,9630139,142026663.0,4612.01,93060
83102731000175,3111139000109.0,Timbó,155555,1932171.0,3.75,2022
83102731000175,31049979000116.0,Otacílio Costa,155577,1932201.0,91.7,2022
83102756000179,7756675000104.0,Rio Negrinho,148947,1776113.0,188.41,2022
83102756000179,83073536000164.0,Rio Negrinho,9827943,144751928.0,27421.254,95082
83102780000108,3111139000109.0,Timbó,9836001,144641049.0,4521.400000000001,95082
83102798000100,3094629000136.0,Joinville,150792,1784827.0,1046.8,2022
83102814000164,3111139000109.0,Timbó,9619136,141932244.0,8252.53,93060
83139758000132,83139758000132.0,Balneário Camboriú,158917,1971150.0,0.00041,2022
83169623000110,3094629000136.0,Joinville,5080416,76350102.0,304621.54,44517
83779462000186,95886735000847.0,Brusque,1271320,16180667.0,55580.92,16176
84438381000185,5666925000190.0,Mafra,8022780,120483431.0,115402.08,74858
84438381000185,83073536000164.0,Rio Negrinho,933516,11441507.0,17091.93,12132
84693183000168,32227043920.0,Guaramirim,192171,2957217.0,2808.41,2023
84693183000168,904606000151.0,Blumenau,768684,11828950.0,20.91077,8092
84693183000168,3094629000136.0,Joinville,192171,2957249.0,0.0059,2023
84693183000168,3720956000156.0,Joinville,2690394,41401269.0,2977.55,28322
84693183000168,6888426000100.0,Araquari,960855,14786199.0,10.657,10115
84693183000168,7101472000180.0,Araquari,192171,2957252.0,26.42,2023
84693183000168,7226794000155.0,Joinville,192171,2957255.0,29.19,2023
84693183000168,7324493000164.0,Joinville,384342,5914466.0,23.108,4046
84693183000168,7358761003346.0,Araquari,192171,2957244.0,59.94,2023
84693183000168,36278205000180.0,Araquari,384342,5914451.0,108.57000000000001,4046
84693183000168,46201083000188.0,Lençóis Paulista,192171,2957231.0,2.9993,2023
84693183000168,77912053000103.0,Joinville,192171,2957238.0,1.31,2023
84693183000168,79016689000100.0,Joinville,576513,8871726.0,55.48,6069
84693183000168,86696101000164.0,Araquari,192171,2957235.0,96.46,2023
84693183000168,88610126000129.0,Caxias do Sul,192171,2957224.0,325.36,2023
84693183000168,93622983000340.0,Araquari,384342,5914470.0,2.474,4046
84693183000753,904606000151.0,Blumenau,576483,8865796.0,5.37925,6069
84693183000753,3720956000156.0,Joinville,192161,2955259.0,2.63,2023
84693183000753,7101472000180.0,Araquari,192161,2955260.0,8.9747,2023
84693183000753,7324493000164.0,Joinville,384322,5910533.0,5.21,4046
84693183000753,36278205000180.0,Araquari,192161,2955268.0,99.82,2023
84693183000753,79016689000100.0,Joinville,384322,5910526.0,12.870000000000001,4046
84693183000753,84693183000168.0,Joinville,192161,2955262.0,288.44,2023
84709955000102,3720956000156.0,Joinville,148182,1768441.0,0.258,2022
84709955001265,3720956000156.0,Joinville,148195,1768480.0,1.432,2022
84709955001699,3720956000156.0,Joinville,148176,1768418.0,1.626,2022
84963370000114,84963370000114.0,Campina do Simão,1504290,22286058.0,306.18,12141
86530318000442,6101313000112.0,Içara,460946,5651529.0,64.28,6066
86530318000795,6101313000112.0,Içara,147264,1763348.0,5.46,2022
86530318000876,6101313000112.0,Içara,313803,3879247.0,73.7,4044
86530318000957,6101313000112.0,Içara,207140,3130598.0,6.37,2023
87851200000136,31049979000116.0,Otacílio Costa,10089268,148213159.0,7331.56,97106
87851200000136,87851200000136.0,Bom Jesus,457134,6903080.0,321.3,4047
87866745000116,31049979000116.0,Otacílio Costa,149769,1779157.0,955.16,2022
95780441000160,16836531000159.0,Içara,979472,13311407.0,25.6,12132
95780441000160,83073536000164.0,Laguna,1665279,23219699.0,4723.4076,20221
95780441000160,95780441000160.0,Capivari de Baixo,156602,1939143.0,514.23,2022
95782785000108,6101313000112.0,Içara,8900245,131214463.0,1499.36,86988
95815379000102,50668722001916.0,Biguaçu,2497194,37076730.0,9.7079,20235
95886735000170,79372520000185.0,Vítor Meireles,9736312,143400470.0,1464.15952,93061
95886735000170,82845744000171.0,Major Gercino,10066825,147928612.0,992.9697,97106
95886735000170,82925025000160.0,Nova Trento,10066825,147928685.0,9454.91682,97106
95886735000170,83102228000110.0,Araquari,10066825,147928410.0,46842.2973,97106
95886735000170,83102244000102.0,Gaspar,6950769,103754322.0,47586.33208,60703
95886735000170,83102269000106.0,São Francisco do Sul,10066825,147928722.0,75000.1963,97106
95886735000170,83102343000194.0,Brusque,10066825,147928526.0,132916.77074,97106
95886735000170,83102376000134.0,Vidal Ramos,10066825,147928794.0,1533.07396,97106
95886735000170,83102632000193.0,Imbuia,10066825,147928580.0,1577.74724,97106
95886735000170,83102830000157.0,Barra Velha,10066825,147928446.0,53534.56274,97106
95886735000170,83102855000150.0,Navegantes,10066825,147928651.0,100982.4653,97106
95886735000170,83108357000115.0,Blumenau,10066825,147928482.0,323721.70978,97106
95886735000170,95954442000183.0,São João do Itaperiú,10066825,147928758.0,3518.07808,97106
95951323000177,5666925000190.0,Mafra,10302373,151405813.0,1212.321,95082
95952248000169,31049979000116.0,Otacílio Costa,9998018,147268947.0,1095.33,95085
95954509000180,3094629000136.0,Joinville,1799234,24623715.0,4120.0,22242
95991071000100,83073536000164.0,Lages,2229245,32911771.0,234.42000000000002,26290
